text,correct,predicted_native_language
"Fuji, hawk nor aubergine,which is believed to bring good fortune.","Fuji, hawk nor eggplant,which is believed to bring good fortune. Although ""aubergine"" is technically correct, I had not heard the word before and had to look it up. In America, ""eggplant"" is a much more common word.",Spanish
"Today in the afternoon, I was told suddenly that today is one of my friend birthday.","Today in the afternoon, I was told suddenly that IT was my friend's birthday.Whilst English is nowhere near as succinct (efficient and to the point) as Japanese... we still use pronouns in order to inhibit repetition. Instead of saying ""Today I picked an apple and then today I ate the apple"" don't forget you can say ""Today I picked an apple and then ate it""",Spanish
Now he play cheerfully.,"Now he is playing cheerfully. OR Now he plays cheerfully. NOTE: ""Now he plays cheerfully"" is grammatically correct but only spoken by people who are not native English speakers. I don't know why using verbs that end in ""s"" is so popular in their speech.",Spanish
"Usually I see TV series and films in English, but I thought I need subtitles (in English too) for understand their plots although sometimes I think I'm only reading, not seeing the film or the TV series therefore yesterday I saw my first English film without subtitles.","I usually watch TV shows and movies in English, but I thought I also needed the English subtitles to be able to understand the plots. Sometimes, though, I think I'm only reading, not actually watching the movie or the TV series, so yesterday I saw my first English movie without subtitles.",Spanish
"I think Ill be able to contact American, Australian because of sharing informations in own calture.","I think I can communicate to Americans or to Australians by sharing our own cultures. (I'm sorry ,but I had a hard time to understand what you mean to say on this sentence and I bet this is what you mean to say.)",Spanish
My trip was happy because of it.,My trip was happy because of it.Hmmm a trip cannot have emotion. Haha too cute. Try something like I had a happy trip because of it.,Spanish
"A couple was kissing under a coconut tree, above there was a man trying to get the coconuts, suddenly 1,2 coconuts dropped on the man's head.","A couple was kissing under a coconut tree, above there was a man trying to get the coconuts, suddenly 1,2 coconuts dropped on the man's head.These are 3 independent clauses, so they could be seperate sentences, or you need to use a coordinating conjunction (or, and, but etc).Read about comma splices http://en.wikipedia.org/wiki/Comma_splice.",Spanish
"In place of cool air indoors, the wind was bringing the scent of the grass.","In thecool indoors, the wind was bringing inthe scent of the grass. //Since 'place of' and 'indoors' are talking about the same thing here you can delete one to make the sentence sound better. 'Air' here isn't wrong, but we wouldn't use it like that in English.",Spanish
I think many enterprises providing commercials should be aware of this fact and rethink about the way to apprise their numbers.,"I think many companies' commercials should be aware of this fact and rethink the way they give (or say) their numbers. (""Apprise"" is okay, but it's quite formal. Also, if you want to use it, you have to use an indirect object. For example, ""The doctor apprised his patients of his new office hours."")",Spanish
"I'm going to Sendai city,tomorrow.","I'm going to Sendai city,tomorrow. ------------ or I am going to Sendai tomorrow to enjoy the hot spring",Spanish
I buy Haagen Dazs icecream usual.,I buy Haagen Dazs icecream usual. I usually buy Hagen Daz ice cream. (your usually tells us how often you buy the ice cream so it should be closer to buy.,Spanish
We were having so much fun today.,"We were having so much fun . I deleted ""today"" because your verb is a past participle, referring to something that already happened. If you want to use ""today"" you need to use a present participle verb, as in ""are having."" You could also use ""had"" with ""today,"" as in ""We had so much fun today."" That works because you could have had fun in the morning, and the day could still exist.",Spanish
"I have a chance to go to an advertisment company to do a practice job for some days~The company is too far to my home and I am a freshman to advertisment industy T__T~However I will work hard!~To take this practice job, I want to know what theories they need in advertisment social activities~>_<!~Then I will study what they lack of~","I have a chance to go to an advertising company to do a practice job (internship?) for a few days. The company is too far to my home and I am new to the advertisement industry T__T~However I will work hard!~To take this practice job, I want to know what theories they need in advertisment social activities (? hmm... don't really understand what you're trying to say here) ~>_<!~Then I will study what they lack.~",Spanish
It was when we awoke at o am.,"When we awoke, it was 12:00am. -Do you mean midnight? Noon? Some other time? I didn't know so I guessed you meant midnight in military time.",Spanish
"Using MNP,I will change celler phone carrier AU.","Using MNP,I will change cell phone carrier AU. (Sorry, I couldn't get it. I guess that this topic is too specific for Japanese. So you might think about more explanation in the systems of Japanese cell phones. What is MNP standing on? I know that AU is the name of the cell phone company. So what you want to write is ""I would like to switch my cell phone service from Softbank to AU."". Is it correct?)",Spanish
I'm a real nature lover.,"I'm really a nature lover. I really love nature.Writing ""a real nature lover"" is confusing because it leads one to think ""What is a real nature lover?"" as opposed to a ""fake nature lover"". But, the nuance is a bit tricky because you can say things like ""I'm a real fan."", and it won't sound awkward.",Spanish
I actually went to Tokyo by plane from Friday to today to attend the seminar held there.,"I actually went to Tokyo by plane from Friday to today to attend the seminar held there.You can also say - I flew to Tokyo on Friday to attend a seminar.You do not need to say that the seminar is held there as it will be understood.If your seminar lasted a few days, then you could say - I flew to Tokyo on Friday to attend a 3-day seminar.",Spanish
"Originally, females give chocolate to only the male they really love such as their boyfriends, their husbands, or their sons.","Originally, females gavechocolate to only the males they really love such as their boyfriends,, or their sons.(In this sentence since you tack on the word originally, it is all in past tense, so you have to change give to gave. And for husbands being bolded, this is kind of funny. How many husbands do females in Japan have? =P haha. Didn't you Japan was that kind of country.....)",Spanish
"In my case, I usually use an online dictionary when I encounter a word I can't understand.","In my case, I usually use an online dictionary when I encounter a word I don't understand.( ""can't"" means you are not able to understand even though its explained to you or after you have tried figuring it out. For example ..... I can't understand whysome youngters in Singapore insist on wearing a woolen cap even though its usually more than 30deg Cel in the afternoon.)",Spanish
Whatever should I do to make social trends better?,"Ben's done a great job already, so I'd just like to add that using ""we"" instead of ""I"" in the last sentence is probably a bit more appropriate, since social trends involve people in society as a whole. If you'd like to keep the ""I"", I suggest: "" improving social trends/making social trends better?"".",Spanish
The feature is that prices almost remaining steadily.,"The pattern is that prices almost remaining steadily.What do you mean here? Are you trying to say that ""the prices are 'increasing' steadily?""Or are you trying to say that ""The prices remain steady?""in its current form, your sentences means that the price of oil is almost always steady.",Spanish
"the music videos became incomprehensible!Lady gaga do this,all the people do this.","Music videos have become incomprehensible! Lady Gaga's videos are like that, everyone's music videos are like that!",Spanish
I need to write an essay in 90 minutes.,"I need to write an essay in 90 minutes. [I needed to write an essay in ninety minutes.] (there really are no hard and fast rules with numbers, but it looks more professional to spell them)",Spanish
Later that day I went to give him some food and I saw that behind the container are four small puppies.,Later that day I went to give him some food and I saw that behind the container are four small puppies. /Mozda bi mogao da kazes i: Later that thay i was about to give him some food when i saw that there were four small puppies behind the container.,Spanish
"""God gives hardship to person who can solve it.""","""God gives hardship to the person who can solve it."" (Is this a direct quote or a translated quote?It would probably make more sense if it were written as, ""God gives hardship to the people who can handle it"" or ""God gives the problem of hardship to the people who are strong (or wise) enough to solve it."")",Spanish
I like push match sweat with jogging under the sunshine.,"I like push match sweat with jogging under the sunshine. (I am not sure what you mean by ""push match sweat""! A native speaker might say, ""I jog and sweat in the sun.""",Spanish
I thought that I became study of English.,I thought that I had become a student of English. (I'm not sure that my correction has the same meaning as what you were trying to say.),Spanish
What you are kind of person?,"What you are kind of person? - I don't think English-speakers would ask a question like this. ""kind"" can have 2 different meanings. (1) = friendly, helpful (2) = type, sort. Because you say ""kind of"", I imagine that you mean ""What type of person are you?"" = ""What sort of personality do you have?"" I have never heard English speakers ask each other this kind of question in a direct way :-)",Spanish
"In the past, when i havent known more about Japanese Culture, I though that ""Otaku"" word means who love Manga,Anime, Cosplay.","Before I knew much about Japanese culture, I thought that an ""otaku"" was merely someone who loves manga, anime, and cosplay.",Spanish
His wife quit a job followed to a custom of Japanese.,His wife quit her job following a Japanese custom. (I'm not sure here),Spanish
I heard that American people don't use a earpick which is used in Japan and other countries.,"I heard that American people don't use the same kind of earpicks which are used in Japan and other countries. (I think it's more natural to use the plural, because you are talking about earpicks generally)",Spanish
I always believe learning language the better way is try by myself.,"I always believe learning languages the better way is try by myself. ""I always believe the better way to learn languages is to try."" Is that what you mean? And ""s"" on languages because you're talking about more than one.",Spanish
Its don't measured my speaking level nor my listening level bus this result can be useful for motivate to continue improving my English Every Day; Im sure of this!,"measure my speaking nor my listening abilities, this result can be useful motivate continue improving my English veryay. I`m sure of this.",Spanish
"For services in the shops, some customers who bought coupon with hurry can't go to the shops whithin the terms.","For services in the shops {shop services}, some customers who buy go to the shops [Sorry... I changed a lot, but I believe this is what you were trying to say. ""Within the terms"" sounds a little awkward because you were talking about the 'due date' on the coupon.]",Spanish
I think I will ameliorate my work.,"I think I will ameliorate my work.Holy Cow! I don't know what ""ameliorate"" means! Can you give another example?",Spanish
I continue to write a diary from Tuesday.,I continue to write a diary from Tuesday.You mean you have written a diary entry every day starting on Tuesday? Continue to write from Tuesday sounds like you started to write something on Tusday and you will continue to write the same thing today. Maybe this is a better sentence: I have been writing my diary every day since Tuesday.,Spanish
"Even though or although those who can not speak English so well, if those who can have conversation skills or get high score in TOEFL or TOEIC are on average, there are case which companies hire them.","There's also a chance that those company might hire a person who only had average English skill, such as conversation skill or average score on TOEFL / TOEIC.",Spanish
I have to prepare for it from now on.,"I have to prepare for it from now on. (""soon""would be more natural, but this phrasing sounds fine. One thing that natural speakers are good at, is picking out foreigners who are learning English o= so if you want to sneak behind enemy lines (so to speak) try writing as a you would speak. It's a journal so you can write in that manner, and it may hopefully help your natural tone. ^_^",Spanish
"We'll write a test in this subject next week, so I should learn something over the weekend to prepare myself.","We'll take a test in this subject next week, so I should study something over the weekend to prepare myself.To learn means to find out something new or gain knowledge. To study means to look over or better understand a subject. In the English language, it is most common to hear someone say, ""I should study something over the weekend to prepare myself."" Unless of course it is a test over something you have never covered and must gain knowledge on your own.",Spanish
"But from a sense, his selfless contribution to humanity is far from than Edison and any other scientist.","But in a sense, his selfless contribution to humanity is far greater than Edison or any other scientist. [If you say ""far from,"" it gives the feeling that Tesla's contribution is much less, I think]",Spanish
Plus number- Minus number??,"[I'm not sure what you're trying to say here. These phrases do not occur in English. When reading a negative number, such as ""-5"", both ""negative five"" and ""minus five"" are correct readings. One never says ""minus number"", however.]",Spanish
"Some day, she might suffer from her boyfriend.","Mmmm, I'm not sure what the natural expression would be in this case in English... Maybe... ""Someday she's gonna get her heart broken."" or something like that.",Spanish
He puts earrings on his ears.,"He puts earrings on his ears.(This is correct as far as a sentence goes, but the proper thing to say when talking about earrings would be: ""He puts earrings in his ears"" {present tense} or ""He wears earrings in his ears"")",Spanish
"I didn't think I will pass, I just hope my luck can be better at that time.","I didn't think Iwould pass. I just hoped my luck would be enough at that time. [Note: the phrase: ""I just hoped my luck can be better"" applies to something that already happen. So, I changed the phrase to make sense here]",Spanish
Sandy Claws gave his friends some strange presents like bones to Zero.,"Sandy Claws gave his friends some strange presents like bones to Zero. (Too many dependent clauses here; there seem to be two objects: ""his friends"" and ""to Zero"" - you should remove one.)",Spanish
I have to go to the SINC!!,"I have to go to the SINC!! I have to go to SINC, a cram school?? [I'm not sure]",Spanish
So I use this site a lot to improve my English skill.,"I will use this site a lot to improve my English skill. (Or, you can combine with the last sentence to say ""I am not good at speaking and writing in English so I will use this site a lot to improve my skill."")",Spanish
"So, I'll ask a keeper of the guesthouse to repair it through my friend.","So, I'll have my friend ask the guest house custodian to repair it. (When you get someone to ask something on your behalf, you're them ask you. The person who does repairs at a school is a ""custodian"", however, the person who does repairs in an apartment building is a ""superintendent"". Someone who comes to your house to fix something is generally a ""repairman"", although someone who fixes sinks, drains, and other things involving water specifically is a ""plumber"". It would be grammatically correct to say ""the guest house's custodian"", but ""guest house custodian"" sounds more natural...)",Spanish
The weather broadcast says that it will be getting warmer and warmer.,"The weather broadcast says that it will be getting warmer and warmer. (This is probably not 100% correct English but English-speakers would still speak like this! If you want to be absolutely right, you could also say ""The weather broadcast says that it will become warmer and warmer"".)",Spanish
E - Nagoya OK I wish I coming to Nagoya this year oneday.,E - Nagoya OK I wish I'll coming to Nagoya to see you one day. (Maybe I'll come to Nagoya to see you one day),Spanish
"If you have a chance to play them, you should try.","If you have a chance to do (play with) them, you should try it. (The words in blue is a suggestion if you want to use play. But we don't usually say that we play with boats...).",Spanish
B) What will you be doing tomorrow?,"B) What will you be doing tomorrow? (Example. say I am a persons boss and I want to know what my employee is working on the next day. Then I would use it that way. BOSS ""What will you be doing tomorrow?"" EMPLOYEE ""I'll be working on designing a second rainbow bridge!"")",Spanish
I had a flaming good time in the parents' family.,"I had a flaming good time in the parents' family. (usually ""had a flaming good time"" -= had a good time with my mate. Is that what you meant. If not, then you might consider using "" had a wonderful time..",Spanish
anatomy) I also have to to learn the same in English.,"anatomy) I also have to to learn the same in English. (I'm not sure if this is the message you're trying to convey: ""While learning things in Polish (eg. anatomy), I also have to learn the same terms in English."")",Spanish
"My favorite set I worked on was Cinderella, there always a lot to do and I really enjoyed the experience.","My favorite set I worked on was Cinderella, there was always a lot to do,and I really enjoyed the experience. (That is omitted in the first sentence, but that happens sometimes in English nothing to worry about. ""Cinderalla, there"" is a run-on sentence. It needs either to either be split or joined with a semicolon or conjunction; the comma alone is not enough. Also, later, remember that compound sentences (two or more independent clauses) must have commas preceding their joining conjunctions.)",Spanish
"In the end, I got a job, now I haven't much time left.","In the end, I got a job, now I haven't much time left.In the end, I got a job. Now I do not have much time left.In the end, I got a job; now I do not have much time left.In the end, I got a job, and now I do not have much time left. (This is several clauses spliced together with commas. There are a few options that this segment can be changed to depending on what you want to do.)",Spanish
"I had a good rest in these days, and I found how tired I am, and I much need a rest now.","I used to have good rest , yet I am no longer able to sleep enough. I am in need of a good night's sleep.",Spanish
"Compare with Sicko(2007) of Micheal Moore same theme movie, It's will become very clear.","Compare with Micheal Moore's Sicko(2007) , which has the same t movie's theme, Sicko is so much enjoyable to watch. ( Are u trying to say that the movie is nothing (in terms of the quality) if you compare it with sicko?)",Spanish
( Can you shorten what I want to say on this?),"( Can you shorten what I want to say on this?)I would say ""I have to practice essay-writing for the exam if I want to work at school as a teacher"" but your sentence is fine as well. :)",Spanish
Grocery store in Japan treats many items.,"Grocery store in Japan treats many items. (This needs some correction but I am not sure what you mean, do you mean Grocery stores in Japan sell many items?)",Spanish
"However, fortunately, it was rain today.","However, fortunately, it was raining today. (It sounds weird to have unfortuantely in the previous sentence and fortunately in this sentence, so you can maybe say: ""However (or But), it was lucky that it was rainning today."")",Spanish
"Well,,, although the time was late when I decided to study abroad and started to learn English, so now I'm not good at English certainly, but I'm really serious and almost every day I learn English for 6 hours a day.","Well,,, although the time was late when I decided to study abroad and started to learn English, so now I'm not good at English certainly, but I'm really serious and almost every day I learn English for 6 hours a day.Well, although it was late when I decided to study abroad and started to learn English, I'm certained that I'm not good at English, but I'm really serious and almost every day I learn English for 6 hours per day.",Spanish
Time flies like arrow.,"Time flies like arrow.*This is a very Japanese expression! In English, you can say, ""Time flies..."", but it refers to the saying, ""Time flies when you're having fun"", which has a similar but slightly different meaning.",Spanish
I will go wedding party tomorrow:) My senior worker was marriage last March.,"I will go wedding reception tomorrow:) My senior worker was married last March. The celebration following a wedding is called a ""reception"" in English. Not something you'd know.",Spanish
"You know, planed everything you wish on January first","You know, planning everything you wish on January first.(In writing, it's better to make complete sentences. This is a fragment. You could say instead, ""I started making New Year's resolutions when I was a kid."")",Spanish
"(The other is supposed to be given next week.) I had wanted my students' parents to see how much English they have learned since they started to study, so I had invited them.","I since they started to study, so I had invited them. It sounds as if you are talking about the parents' English. So changing it to, ""I invited my student's parents so that they could see how much their children's English had improved"" or ""I wanted my students' parents to see their children's progress, so I invited them to our class""",Spanish
My son loves several series of power rangers and always wants us to play together.,"I think this is okay but I might say ""several Power Rangers series"" instead.",Spanish
"(^^) When I started to brush up English, I wasn't good at catching their words up because I've been studying American English including the pronunciation.","(^^) While I was brushing up on my English, I was having a hard time catching their words because I've been studying American English and its pronunciation.",Spanish
Due to the traffic jam,"Traffic Jam (Usually titles are brief, and not full sentences. What you wrote is fine though. I just want to point out what is common in English.",Spanish
"I hope to enjoy all surfer pleasantly,so Sea is only one thing.","I also hope to enjoy spending time withall the other surfers,so theSea isjustone thing out of many things I hope to enjoy. I think this is what you meant but I might have changed the meaning without knowing, I didn't really understand this sentence that well :/",Spanish
"Yesterday, My son's school held an ""Open-School-Day."" It's a kinds of visiting classes.","Yesterday, my son's school held an ""Open House."" It's an opportunity to visit classes. ""Open house"" just means that something is open to the public so that they can become familiar with it.",Spanish
I think it would be nice way to improve our English that we would follow Twitter of stars like him ^-^,I think it would be following the Twitter accounts of stars like him would be a nice way for people to improve their English skills ^-^,Spanish
"Psst, even if I did myself, it might be nice to bring out this saying in this point almost starting a new year.","Psst, even if I did myself, it might be nice to bring out this saying in this point almost starting a new year.I think this sentence is very confusing and awkward. From the Japanese text, I understand that you're trying to say that discussing this particular quote (or ""saying"") now, at the start of the year, is particularly fitting and that you want to jokingly brag about being clever enough to do so. This sentence is more clear but doesn't convey the feeling that you are patting yourself on the back:I think it is quite appropriate to mention this saying/proverb at a time when the year has barely begun.On the other hand, the following sentence is more informal and I think it matches the full meaning of your Japanese more closely:The fact that I'm bringing up this saying now, just as the new year begins, is pretty brilliant/clever, don't ya think?Note: instead of ""don't ya think?"", you could say ""if I do say so myself."", but nowadays where I live (Northeastern USA) this phrase is not used much anymore in my opinion.",Spanish
"I am a student in college ,but my English is bad ,I want to study it ,AS exam and so on .","I am a student in college ,but my English is bad ,I want to study it ,AS exam and so on .I am a college student yet my english is bad. I want to master it, not only for school purposes but others (this is a better way to write it)",Spanish
"Today is day-off, I got up quite early and now i have to do plenty of things.","Today is my day off. I got up quite early and now I have plenty of things to do. (""I have things to do"" is a very English way of phrasing it. ""I have to do plenty of things"" makes sense but doesn't sound as good.)",Spanish
"More and more, I was in two mind if I should chose which girl....","More and more, I was becoming unable to choose one girl over the other.... I recognize what 'in two minds' means but I can't really think of how to put that in English, so I just figured out what would mean kinda the same thing.",Spanish
This is definitely an obstruction that blocks people who want to communicate each other.,"This definitely (An obstruction is something that blocks, so saying that it blocks something is being repetitive and is unnecessary.) blocks people from communicating with each other. (You can just say ""blocks people from...."" because a ""subject(language barrier) + verb(keeps) + object(people) + from"" means that something is preventing something. If not, you would have to say "".... blocks people who want to communicate from communicating, etc which is a lot longer. Does that make sense? ^^'')",Spanish
But he changes his mind.,"But then he changes his mind. (You are most likely right in suggesting that it is a male bird, trying to win with his song the heart and favours of a female bird, but it is more common to refer to birds as ""it"" to avoid ""personification"" (suggesting that some human actions or feelings are expressed or performed by a bird or other animal). If you prefer, it could be ""But (then) it changes its mind.""",Spanish
A reason that most Japanese people give a wide berth to English is that the English that they are claimed is formal English.,"One reason that most Japanese people give a wide berth to English is that the English that they have learned is formal English. (I don't know what you mean by ""wide berth"" in this context. Do you mean that Japanese people give English speakers a lot of leeway, or do you mean that Japanese people avoid using English?)",Spanish
I went to the polls last weekend.,"I went to cast my vote in an election last weekend. (We can say, Japan went to the polls last week, however if your talking about just a few people, we say they cast their vote. This is because polls refer to how popular a candidate is. Your vote alone is not a poll)",Spanish
So the landmines are ready to rock and roll.,"So the Landmines are ready to rock and roll. This makes sense if your unit is called ""Landmines"" but not otherwise because nothing you described above is a land mine. If you meant to add landmines, you could say, ""Also, the landmines are ready to rock and roll.""",Spanish
I felt a relief when I saw him feel his oats.,"""To feel his oats"" means to be feisty, energetic, a little wild. This phrase has a slightly bad feeling to it, because it is often used to describe someone who's acting wild enough that they're going to get in trouble! May I suggest>>>""I felt relieved when I saw him return to his usual self."" or ""I felt relieved when I saw signs of recovery."" or something like that.",Spanish
And my cognition is still not functioning properly.,"Please specify whether this is a physical or emotional issue:""My cognition is not functioning"" sounds like you are unable to think clearly due to an illness or injury.""I can't think straight"" or ""My thoughts are muddled."" might indicate a confused or emotional state that makes it difficult to make decisions easily, or to see your situation clearly.",Spanish
"Possibly, as servant, they had to show people their responsibility even if the actions were nothing but a sort of whitewash, avoiding being considered that they were shirking.","Possibly, as servant, they had to show people their responsibility even if the actions were nothing but a sort of whitewash, avoiding being considered that they were shirking. It is possible that, as public servants, they had to show people that they were acting responsibly, even if their actions were nothing but a sort of whitewash, to avoid the appearance of shirking.",Spanish
Immigration law and grass ceiling to foreign people seem to hamper them settling here in Japan.,"Immigration law and grass ceiling to foreign people seem to hamper them settling here in Japan.The expression is "" ceiling"", but I'm not sure what you mean here. How about:Immigration law and a limit on migration seem to hamper them settling here in Japan.",Spanish
She thinks that some volunteers who are not very adept at catching skills may destroy other natural endanger toads' habitat.,The lecturer believes that some volunteers may destroy other naturally endangered toads' habitats.,Spanish
"They have three cats (Dusya, Fanya & Lazy), a sheep-dog(Caesar), a lap-dog(Betty) and fish in aquarium.","They have three cats(Dusya, Fanya & Lazy), a sheep-dog(Caesar), a lap-dog(Betty) and fish in aquarium. ""An"" and ""a"" are indefinite articles you place before singular nouns. An is to be used when your noun starts with a vowel. If your singular noun starts with a non-vowel you use ""a"".",Spanish
I participated in a dubing game last Tuesday.,"[""dubing"" is not a word, and I don't know what you meant]",Spanish
I am going to watch Koshien on TV.,"I am going to watch them on TV. (use them because in English we usually don't repeat the noun so many times, and because the full noun is Koshien finals)",Spanish
"Do you have lots of ""women's universities"" in your country?","Do you have lots of ""women's "" in your country? [: There is a major difference between a college and a university. A university is a collection of colleges. So, your saying that there are many ""women's universities"" in Japan sounds really strange. I think you mean ""women's colleges""? But you are Japanese, and if you say there are many ""women's universities"" in Japan, so be it.]",Spanish
"It's like I have been testing the credibility of the experiment on TV, also of that you will be like what you say.","It's like I have been testing the credibility of the experiment on TV, i.e., [""i.e."" is a very handy Latin abbreviation meaning ""id est"" / ""in other words"" or ""that is to say (in more detail)""] will it really feel like they said it would feel?",Spanish
"I have cut down on fried foods, and KFC was one of them.","I have cut down on fried foods, and KFC was one of them. [I haven't been to KFCs or McDs in decades. Yeah, it tastes good, but I wanna live longer!]",Spanish
I am ever watched France`s channel in television and did not understand what they said..(^o^)v,I am ever watched France`s channel in television and did not understand what they said..(^o^)vI always watch French channels on the television but don't understand what they say,Spanish
"I guess,the girl wears more expensive clothes.","the girl wears more expensive clothes. OR I guess (the) girls wore more expensive clothes. ((The first way to say this, you're talking about the girl in the animation. But it seems odd to use ""I guess"", because it's rather obvious she wears expensive clothes. Perhaps it's just a cultural difference....I hear in Japan people like to say things more indirectly. If you want to use ""I guess"", you can say the second sentence, inferring about all Japanese girls of that time period.))",Spanish
It was very delicious though the meal of London seemed not to have the image that all are too good !!!,"The food in London was very delicious, although there were some meals that weren't very good. (I don't quite understand this sentence either)",Spanish
"Fortunately, none of these were very serious damages.","Fortunately, of these very seriously damaged. [ A very good use of ""were"" with ""none."" Purists will say, ""No, it's gotta be 'none is' because 'none' means 'not one.'"" Very old-fashioned. These days, we use either version, depending upon what we are stressing. "" of them (not any of them) coming to my party."" Just a low-key statement of fact. This is OK. For a more ""dramatic"" effect, you could say, ""Not one (no one, not one single ~!#$%^& person) is coming to my party!"" But you wouldn't say, ""None is coming . . . . "" ]",Spanish
"One night, I was watching snowing through the window and got an attractive idea that it would be an extreme fun if I rode my motorcycle (off-road type) outside in snow.","One night, I was watching the snow falling outside my window and got an attractive idea: Wouldn't it be a lot of fun (OR slang: ""a blast"") if I rode my motorcycle (off-road type) outside in snow! [ I know you don't like to show emotion in print, but this needs it, dude! ;-) AND it's a nice, fitting, excellent place to insert a colon, which serves to ... introduce something. ""Ladies and gentlemen: Shiro!"" (Ta-DAH!).",Spanish
"Around this time of a year, I usually go skiing to a ski area, Yeti, which is located at the foot of Mt.","Around this time of a year, I usually go to Yeti, a ski area located at the foot of Mt. [ A little smoother, more brief. You don't have to say ""... go skiing to a ski area ..."" because, of course, it's a ski area. ]",Spanish
This is my first Valentine's Day to get bunch of chocolate.,"This is my first Valentine's Day to get bunch of chocolate. (I don't like re-writing whole sentences, but I think it is appropriate here. I would start with the getting of chocolate, end with the day. ""This is the first time I've received a bunch of chocolate on Valentine's Day"".)",Spanish
My company recognizes the environmental problem and commit the environmental activities to us.,"My company recognizes the environmental problem and has committed us to do more environmental activities .Hello!Commit is a good word here, especially for volunteer work, but people become committed to action, and that's why I changed it. An activity cannot become committed to a living thing. Only a person or animal can commit. ;)Here are some examples:I'd like to stay home tomorrow, but I've already committed myself to Susan's partyMany women these days find that men won't commit to having one partner.Make sure you know who is coming before you buy the tickets, because once you are commited, you can't get a refund.",Spanish
Tiger Wood had an interview for the Masters Golf tournament.,"Tiger Wood (his last name is Woods, not Wood) had an interview for the Masters olf tournament. (""golf"" is not a proper noun, so it is not capitalized. If you were referring to the entire tournament, which is called the ""Masters Tournament,"" you would write that and get rid of the word ""golf"" completely.)",Spanish
"For second, we will not need to meet with our friend outside of house for bothering.",", we will not need to meet with our friend outside of house for bothering.'secondly' is an easier way to start this sentence, and the part in red is very hard to read. I understand what you are saying, however. The easiest way to put this would be to combine this sentence with the next sentence and say: 'secondly, we will not have to to meet with our friends because of .' Make sure to continue emphasizing that leaving the house will not be necessary, as this is the point of your topic. Also, Facebook and Skype already exist, and we still meet with friends outside of the house. It would be easier to say 'social networks.'",Spanish
"Big smiles and ambition, which have shown on their faces.","Big smiles and ambition showed on their faces. Or do you mean ""shone""? Because we frequently talk about positive emotions shining on people's faces in English, that's a very common idiom.",Spanish
Many people must have been planning to go tourist resort.,"Many people plan to go to tourist resorts. (You are just describing in the present tense... If you want to make it more like an opinion, then it is okay to use ""must have been"" like--> ""I think that many people must have been planning to go to tourist resorts."")",Spanish
"""This is the community of AKB48, the famous idle group in Japan.","This is a community devoted to the famous Japanese idol group, AKB48. (Sorry I completely changed your sentence structure, but it sounds better this way. You could also say, ""This is a community devoted to AKB48, the famous Japanese idol group."" Also, ""idle"" is used to describe something that is not moving, ""idol"" is used to describe a celebrity, or someone who many people look up to.)",Spanish
I wonder how he thought I'm a returnee child?,I wonder how he thought I'm a returnee child? I don't know how to make this sound more natural because there's no word for foreign-born Japanese who move back to Japan.,Spanish
Because I have no chance that get the native correct my English.,Because I have no chance to have native speakers correct my English. / Because I have no chance to have my English corrected by native speakers.,Spanish
Almost every moring I bake a muffine and milled a coffee beans and make a coffee and get relaxed in my fovorite couch.,"Almost every morning I bake a muffin, mill the coffee beans, make a coffee and get relaxed in my favorite couch. (If you use ""and"" to many times to join your sentences, it begins to sound a little childish. Also, in British English favorite is spelled ""favourite"", so depending on which version of English you're learning, you can spell it either way!)",Spanish
"For this reason, the English accent is called ""stress accent"".","For this reason, the English accents are called the ""stressed accents."" (i just made them plural since there's more than one english accent, but i think you could leave it singular probably too. and the periods are inside the quotations.)",Spanish
There are still 2 more weeks left to stay in the U.,I will be in the U.S. for another two weeks.,Spanish
"As I want to kill him, does it make sense?","""Dispose of that guy"" is perfect - it is most commonly heard as a command to tell someone to kill the guy... You wouldn't use it as a verb to replace ""to kill"" in a regular sentence. It would sound awkward to say: ""A man was shot and disposed of last night."", you would say ""A man was shot and killed last night"" instead...",Spanish
How do farmers irrigate the plant without water!!,"How do farmers irrigate the plant without water!! //Usually agriculture works with reserves of underground wells. When it doesn't rain it gets tougher because water from the wells is reduced, but you can always find some more to survive a year.",Spanish
I made the inside of a hamburger (how to say that in English? patty or someting?),"I made a hamburger patty. ( You're correct, it's called ""patty"" in English)",Spanish
"And then, I got the result yesterday.","I got the results yesterday. (Usually you should not begin a sentence with a preposition (""and"", ""or"", ""but""...). In addition, the correct phrase is ""I got the result (plural)"", even if you only took one test and only got one score - it's just an expression we use in the US. (I don't know if other English-speakers use it.))",Spanish
It is Japanese have many events in january 1st.,"It is Japanese to have many events in january 1st. This sentence implies that doing this is essential to being Japanese. If you want to put it more simply, you could just say ""In Japan, there are many events on January 1st.""",Spanish
"Even you dress up a corny boy, he still be corny.","Even you dress up a corny boy, he still be corny. (For me the word ""corny"" means ""someone who tells old jokes that everyone has already heard, or that aren't funny"". Perhaps in other English-speaking areas it has different meanings. http://www.urbandictionary.com/define.php?term=corny)",Spanish
There were many people waiting.,"It was Saturday night and there were many people, so we had to wait for a few minutes.",Spanish
"It was not terrorist's attack but USA own attack.""","It was not terrorist's attack but USA own attack.""The attack was not committed by terrorists but by the US itself. (This would sound more natural)",Spanish
"Wow wow thank god, old woman.","Wow wow thank god, old woman. (""Thank god"" doesn't make sense because it expresses a sense of relief. Maybe you mean ""That's great!"")",Spanish
