text,correct,predicted_native_language
"Besides,what can I write?",write a letter to me = = . I'm so tired.,Chinese (Mandarin)
"According to the news, some 30.000 people have been taken to hospitals because of heatstroke in Japan.","According to the news, some 30.000 people in Japan have been taken to hospitals because of heatstroke. (Try to keep phrases like ""in Japan"" closer to the sentence they belong with. In other words, you don't mean, ""Heatstrokes in Japan,"" but rather, ""People in Japan."" I hope that example helps to explain what I mean! ^^;)",Chinese (Mandarin)
"As I mentioned before, I worked for a cram school.","As I mentioned before, I work for a cram school.As I mentioned before, I work for a cram school.==or==As I mentioned before, I am working for a cram school.",Chinese (Mandarin)
OK so I'll become defiant as good meaning.,"(Natives simply don't talk about the meanings of english words that often, especially not this way. Only when talking about english or arguing about semantics will we talk about the meanings of english words.)",Chinese (Mandarin)
There is one saw that goe the early bird who catches the warm.,"There is one saw that goe the early bird who catches the warm.-> There is one saying that goes like, 'the early bird got the worm'.",Chinese (Mandarin)
"Although among the sufferers, the symptoms are said to be relatively slight, the unidentified problem render them unable to hear whispers and rustlings.","Although among the sufferers, the symptoms are said to be relatively slight, the identified [or: previously unidentified] problem renders [or: problems render] them unable to hear whispers and rustlings.[I'm not sure if you meant something else, but from the previous paragraph, the problem has been identified now.]",Chinese (Mandarin)
"As you know , Japan is a archipelago surrounded by the pacific ocean and Japanese sea.","As you know , Japan is a group of islands surrounded by the pacific ocean and Japanese sea. (""Archipelago"" I also had to look up in the dictionary. This time, I think it is better to use the word ""island"")",Chinese (Mandarin)
Templature was well beyond thirty degree during the day.,"The Temperature was well beyond thirty degrees Celsius during the day. (I added in ""celsius""... I think, since there are some Americans on this site, it's best to be clear about C and F)",Chinese (Mandarin)
"By anyone's account, the globalization is clearly underway and, to my eye, unifying countries rapidly.","By anyone's account, the globalization is clearly underway and, to my eye, unifying countries rapidly. Comment: You would need to define what you mean by ""globalization"" and ""uniting."" As far as my understanding of the words go, globalization is leading to strife because it sometimes ends up pitting one country's working class against another.",Chinese (Mandarin)
"It goes without saying that the Internet is in the role of accelerating this ongoing trend, allowing people almost all over the world to be accessible to sites by other countries through it.","It goes without saying that the Internet plays a role in accelerating this ongoing trend, allowing people almost all over the world to access sites in other countries through it. From this, I think your definition of ""globalism"" differs from the one I know.",Chinese (Mandarin)
"Do you know the phrase "" Here look at you, kids"" which also became a title of a movie.","Do you know the phrase "" Here look at you, kids"" which also became a title of a movie. (If you're referring to the Humphrey Bogart's line from Casablanca, I think it's ""Here's lookin' at you, kid."")",Chinese (Mandarin)
"For example, I used to be addicted to a gamble called Pachinko when I was in college.","For example, I used to be addicted to a gambling game called Pachinko when I was in college. ""Gamble"" is used in a couple of ways. We say, ""I took a gamble when buying this car."" That refers to a single act. We also say, ""He likes to gamble."" This refers to a kind of activity. However, we don't use the word to describe a specific kind of gambling.",Chinese (Mandarin)
We can also enjoy Mt Fuji's illuination.,"We can also enjoy an illuminated miniature Mt Fuji's . (Do you mean you can see the actual Mt Fuji, or you can see a model of Mt Fuji illuminated by lights. I assumed you meant you could see a model of Mt Fuji)",Chinese (Mandarin)
"Japan's famous entertainer ""Tamori"" who is famous for gourmet, his way eating curry is mixed.","Japan's famous entertainer ""Tamori"" who is famous as a gourmet, mixes curry and rice when he eats.",Chinese (Mandarin)
"Recently, I am watching the TV series Fight of the Conchords.","Recently, I am watching the TV series Fight of the Conchords. (If you mean to say, ""these days, I have been watching and continue to watch Flight of the Conchords"", then you should try: ""Recently, I have been watchingthe TV series, Flight of the Conchords."" Otherwise you can say, ""Recently, I have seen an episode of the TV series, Flight of the Conchords."" )",Chinese (Mandarin)
It is one of my joy of living in Tanzania.,"It is one of my joys of living in Tanzania. (The expression is usually: ""It is one of the joys of ..."" in this case, if you want to say that the market is one of the reasons you like living in Tanzania, then there might be a better way to say it. ""one of my joys"" justdoesn'tsound natural, try: ""It is one of the reasons I love living in Tanzania"" or ""It has brought me great joy while living in Tanzania"")",Chinese (Mandarin)
"They have very strong accent when they speak English so it is called ""Tanglish""","They have very strong accent when they speak English so they call it ""Tanglish""If you say It is called (Tanglish) it means English is called (Tanglish), but English is English! So instead you write They call it (Tanglish) meaning They call English Tanglish.For example, 'The dog looks like a cat, so it is called cat.' This does not make sense because you cannot say so the dog is called cat.. But if you write, The dog looks like a cat, so they call it Cat. They call the dog Cat.Basically, 'it is called' is used for the true nature of something.""he called it/she called it/ they called it/ we called it"" is used for the way someone calls something and it may not be the true nature of the thing.It's a bit hard to explain. I hope you understand.",Chinese (Mandarin)
"For example, American scientists usually use helicopters to transport Australia cane toads to their country.","For example, American scientists may transport Australia cane toads to their country for study. Note: If someone wanted to travel from Australia to the USA they wouldn't do it in a helicopter -- much to far. They would take a long-distance jet, probably Qantas Air. I hope scientists will not bring Australian Cane Toads to the USA -- if they escape the problem will have spread to America!",Chinese (Mandarin)
Last Monday my daughter finished a final examination.,"Last Monday my daughter finished her final . (Ok, but in American English it can simply be called a final. But halfway through the semester, it would be called a midterm.)",Chinese (Mandarin)
"It is certain that I image a cool breeze with the name, Johnny.",It is certain that I imagine a cool breeze with the name Johnny. (GOOD or you can say) I can certainly imagine a cool breeze having the name Johnny,Chinese (Mandarin)
I should study English again!,I should study again! - I think you can leave out English. It is known as the subject. Just an idea for style. : ),Chinese (Mandarin)
I think imitating is important thing to learn English.,I think imitating is important to learning English. I agree~ I think this is true for many languages,Chinese (Mandarin)
The other day I had a graduation thesis defense in Gifu University.,"The other day I had a graduation thesis defense in Gifu University. We would say, ""The other day, I had to defend my graduation thesis at Gifu University.""",Chinese (Mandarin)
Because my all sensitivity was concentrated at her.,because(because the previous sentence ends with a comma)allmy feelings were concentratedon her.,Chinese (Mandarin)
mabye I(or you) have a family also you have a chance pregnant babys.,mabye I(or you) have a family also you have a chance to become pregnant and have babys.Remark: Pregnant baby's...that would be a real miracle of nature^_^,Chinese (Mandarin)
When anybody can't help whoes very dangerous people(needs care),"When no one else can help those in great danger (who need care), if you go and save them, you become a hero like Superman.",Chinese (Mandarin)
"at high school student, one of my teacher who I reall respect show me lots of pictures which she took in India.","When I was a high school student, one of my teachers who(m) I really respect showed me lots of pictures (which) she took in India. (You may omit the ""which."")",Chinese (Mandarin)
"Anyway a week ago, he asked to me that if he move to other restaurant, I want to follow him or not.","Anyway a week ago, he asked to me whether I want to follow him if he moves to another restaurant.",Chinese (Mandarin)
love make more livly work.,"Love makes you more lively at work. (""Lively at work"" means you're more lively at the workplace, but perhaps you mean love makes you work more energetically or enthusiastically.)",Chinese (Mandarin)
Pour small amount of milk into 1.,"Pour small amount of milk into #1. (I was at first confused with what you meant by ""1"". You need to somehow show that you are referring to Step 1. Or: Pour small amount of milk into the cup.)",Chinese (Mandarin)
"First, I went to a clothing shop for the big size.",Clothing shop is British English. Use clothing store if you want American English.,Chinese (Mandarin)
Two dough which imitate a sea ream tuck bean jam.,(not exactly sure what you mean) two doughs are tucked together over jam and imitate a seam bream,Chinese (Mandarin)
It also God will make a way~!,"I also know that God will make a way~! (Or: I know that God will make a way for this, too!)",Chinese (Mandarin)
and take me to the Okinawan blue ocean where I've never been.,You have a habit of making incomplete sentences.(I highlighted them in blue) Are your sentences though out in Japanese first before it is translated into English? XD Try to construct complete sentence everytime. =),Chinese (Mandarin)
A friend of mine who graduated high school and enter the art school and its domitory on last may in USA.,A friend of mine graduated high school and entered an art school and its domitory last May in the USA.,Chinese (Mandarin)
One of them is Kitty who wears Halloween costumes.,"One of the thing's she has is a doll of Hello Kitty wearing a Halloween costume. (If you want to keep the plural on costumes, try ""..a doll of Hello Kitty that has different Halloween costumes that it can wear."")",Chinese (Mandarin)
It was a trigger of a revolution in Egypt.,"It was one of the triggers of a revolution in Egypt. (I think many people would argue that there were other factors such as the joblessness of youth in Egypt, repression etc. Sure Facebook helped, but many dictators have been toppled before Facebook was created. Facebook just made it easier for the protesting youth to get their message out to the world)",Chinese (Mandarin)
"While using it, I'll understand.","After using it for a while, I'll understand. (I think this sentense is more accurate. It expressed the fact that the experience of using Facebook allows you to learn how to use it.)",Chinese (Mandarin)
Beginning of the meeting was at 4 pm.,"The word meeting is usually more formal, and typically used for cases like a business meeting or a maybe a consultation meeting with a hairstylist. The verb met however can be used in any context though, so you can say, ""We met at 4pm"" or ""We met up at 4pm"". ""Met up"" is more colloquial/informal speech meaning ""we all got together"" or ""we all met"".",Chinese (Mandarin)
"We bought two boxes of salad, some cheese and sausage, a bread, a carton of orange juice and two bottes of red wine...","This is just a weird part of English, but you can't say ""a bread"".You can say "" a slice of bread"", or a ""loaf of bread"". You can also say ""some bread"".",Chinese (Mandarin)
I will write it here in order to confirm it by myself.,"I will write it here in order to confirm it to myself. [Note: You'll typically hear ""by"" used with the past tense of confirm. Example: The schedule was confirmed by Miss Smith, because she wanted to confirm it to herself.]",Chinese (Mandarin)
"Saturday morning 5am waking up and hitting the road to beach , usually I'm a bit lazy to wake up early but Saturday because it's the day of surfing for me!","Saturday morning I woke up at 5am and hit the road to the beach. Usually I'm ( is better) a bit too lazy to wake up early, but Saturday is the day of surfing for me!",Chinese (Mandarin)
"Do you use emoticon that Japanese call it ""Kaomoji""?","Do you use ""Kaomoji""? Do you use the emotions that the Japanese call ""Kaomoji""?",Chinese (Mandarin)
"I got an email from a friend of mine who lives in Osaka,Japan, after a long time.","I got an email from a friend of mine who lives in Osaka, Japan, after a long time. [""after a long time"" sounds a bit odd. I suggest ""I got an email from a friend of mine who lives in Osaka, Japan. We haven't communicated in a while""].",Chinese (Mandarin)
"It examined it with HP,it recognized it again.",We studied about it on the Nintendo homepage and followed the instruction to make it function.,Chinese (Mandarin)
Because it was only English and chinese in airplane from Japan.,Because the staffs only speak English and Chinese.,Chinese (Mandarin)
"My Japanese Lang-8 friend, gachoo, wrote about her favorite drink, ""Kirin Lemon for Adults"", which is an non-alcohol beverage in her journal.","My Japanese Lang-8 friend, gachoo, wrote in her journal about her favorite drink, ""Kirin Lemon for Adults"", which is a non-alcohol beveragel. ('wrote in her journal about her favorite drink') by inserting another ('Kirin Lemon for Adults"", which is a non-alcohol beverage'). You want to try and avoid doing this when creating complex sentences. It's actually a problem many native speakers have trouble dealing with ; )",Chinese (Mandarin)
"""Habakaru"" is a verb for it, which means ""hesitate."" Toilets seems to have taken as a dirty and embarrassing place.","""Habakaru"" is verb , which means ""to hesitate."" (When talking about verbs in english, we always prefix it with ""to,"" probably because alot of nouns and verbs differ only in grammatical usage) Toilets seem (grammatical subject affects how you spell the verb) to have been taken as a dirty and embarrassing place.",Chinese (Mandarin)
"For all that, it's rude to see and approach people for the purpose of using them as a tool.","For all that, it's wrong to approach people and see them for the purpose of making using of their language ability. (alternative expression)",Chinese (Mandarin)
"I also felt a strong independent spirit from Americans, which I should take a leaf from their book.","I also felt a strong independent spirit from Americans, (What do the words in red mean?)",Chinese (Mandarin)
Native English teachers who I have met so far praised my ability of conversation in English.,Native English teachers who I have met so far praised my ability of conversation in English.Native English teachers I've met so far praise my ability to speak in English.,Chinese (Mandarin)
"Also your friends come to Japan, so you can have more opportunities to use English or the language which your friends use.","Also , when your friends come to Japan, you can have more opportunities to converse in the same language.",Chinese (Mandarin)
"I couldn't talk back to him because if I did so, I was sure quarrels would happen and he would have made me quit the job.","I couldn't talk back to him because if I did , I was sure quarrels would occur and he would make me quit the job. => Although ""happen"" works well too, because you used ""quarells"" before it, I think ""occur"" is better as a verb in this case :)",Chinese (Mandarin)
"In tanabata, we write wishes to a strip long of paper and hang a bamboo leaf it.","In tanabata, we write wishes on a long strip of paperand hang a bamboo leaf it. [or did you mean hang it on a bamboo plant? i can't quite tell from the picture ^_^]",Chinese (Mandarin)
Albeit when I am always on my way to my school I listen to English in the train but I suppose its circumstance is not fine so that I learn English.,"Although I am always listening to English CDs (or programs) on my way to school in the train, I suppose the environment is not good for learning English.",Chinese (Mandarin)
Ex)The cardiovascular system is subject to regulation of neurosecretary system.,"Let me rephrase this sentence for you: The cardiovascular system controls itself --it has its own system for regulation-- but its self-regulation can be influenced, overridden, or otherwise regulated by the neurosecretary system, and that regulation happens quite often.",Chinese (Mandarin)
"""I want to tell the past and present futures of Kyoto politely"".",and want to learn about its history.,Chinese (Mandarin)
"Now, I describe the reason why I entered into a university.","Now, y.",Chinese (Mandarin)
but many people make a presentation by only voice.,but mostly they are using their voice in presentating.,Chinese (Mandarin)
"As I have known, Fuji Television Network is one of the largest television companies in Japan and also the traveling shows are extraordinary populate among the Japanese audience.","Because Fuji Television Network is one of the largest television companies in Japan and has traveling shows that are extraordinarily popular with the Japanese audience and due to my role as the marketing manager of Luxury Traveling Agency, I would like to cooperate with you in having our traveling plans broadcasted in your shows",Chinese (Mandarin)
"she told that she had got into Australian language school at first, but there are a lot of asian people so they hung out incestuously eating out or drinking and used their mother tongues often.","she said that / told about how she had gotten into an Australian language school at first, but there were a lot of Asian people so they hung out incessantly eating out or drinking and (they) used their mother tongues often. ('incestuously' is a very strong word, like a brother and sister having sex. It can be used in this context, but it is very insulting. 'incessantly' means to do something negative without stopping: ""The child whined incessantly for a piece of candy"")",Chinese (Mandarin)
"By the way, I watched the news that Captain EO in Tokyo Disny land will be come back this summer on internet","By the way, I watched the news on the internet. It seems that Tokyo Disneyland's Captain EO will be coming back this summer. [[If you want to keep it as one sentence, in English it would be more natural like this: ""By the way, when I was watching the news on the internet I saw a report that said that Tokyo Disneyland's Captain EO will be coming back this summer.""]]",Chinese (Mandarin)
"Many people was reading in the shop, I think that it seem to make a profit.",There were many people reading in the shop. It seems like a profitable business.,Chinese (Mandarin)
"Im so regret that who was spending times on TV or something else but spending time in English less than that, so that is only one thing i've regretted in this year.","I regret that I spent time on TV or something else, but I spent even less time on English, so that is only one thing I regret about this year.",Chinese (Mandarin)
I think to the this month is the August from yesterday.,I (suddenly) realized that August started yesterday. [Alternative: I suddenly realized that it has been August since yesterday.],Chinese (Mandarin)
I am a English mager student.,I am a English major student. OR I am a student majoring in English.,Chinese (Mandarin)
"We messed up kitchen and finally tteokbokki was maded,we ate it deliciously.","We make a mess in the kitchen. Finally when we the delicious tteokbokki is prepared,we eat it.",Chinese (Mandarin)
"Moreover, I think Japanese people paticular in young people should have strength spirit to make a living in ourself.","Moreover, I think Japanese people paticular in young people should have strength spirit to make a living in ourself. Moreover, I think that Japanese, in particular young people, should have the strength and spirit to make a living for oneself.",Chinese (Mandarin)
"To tell the truth, our averages are 36 degrees and theirs are 37 degrees.","Japanese people have a body temperature that averages 36 degrees Celsius and Europeans and Americans have body temperatures that average 37 degrees. Since America uses the Fahrenheit system, sometimes it's a good idea to say 'Celsius'. (Not a really important detail, though.)",Chinese (Mandarin)
My foreign friends told me that one of the most surprised things for them after they came to Japan is that many Japanese has changed a lot after they have a drink.,"My foreign friends told me that one of the most surprised things for them after they came to Japan is that many Japanese has changed a lot after they have a drink. (My foreign friends told me that Japanese behaved differently after several rounds of drinks, and that really surprised them.)",Chinese (Mandarin)
I feel that the cold air is very clear in the witer's morning.,"I feel that the cold air is very clear in the Winter's morning. [Suggestion: ""I feel the cold air very clearly in the Winter's morning."" It flows better into your next sentence.]",Chinese (Mandarin)
I want you to teach when there is a manga of famous Japan in other foreign countries.,I want you to tell me what Japanese manga is famous in foreign countries.,Chinese (Mandarin)
I'm looking for cool band music.,"I'm trying to find some cool bands.""band music""= a particular genre of music using a brass band.Are you looking for cool brass band music? Or are you looking for cool bands in general?",Chinese (Mandarin)
"I've not decided it yet, but known only that I should go overseas and live in the world in this global society.",I've not decided on my field of study but I think studying abroad would be good for me.,Chinese (Mandarin)
i know english language only via internet and computer games.,I only use English via the internet and computer games.,Chinese (Mandarin)
"So even korean time, we told with Japanese during one hour.",Although we were in Korea we spoke Japanes for an hour.,Chinese (Mandarin)
I hope he can enjoy his new life in the heaven!,I hope he can enjoy his new life in heaven!I hope he can enjoy his new life in heaven!,Chinese (Mandarin)
"I heard that even pronounciation is different, there are Koreans who communicate with chinese characters with Chinese or Japanese.",?,Chinese (Mandarin)
An educational institution regards just grammar as important not the way to communication.,"Educational institutions/<--either will work here regard(if you use The Ministry of Education in the first part, use regards here) only grammar as being important and neglect(same as before) the importance of being able to actually communicate. There are other ways to put this, but these two will work.",Chinese (Mandarin)
"Though, it was released in 2Q in this fiscal year, sales of ""Fine set"" may reach 3bn yen in FY10(mostly 2H).","Tt was released in the 2Q in this fiscal year. Sales of ""Fine set"" may be estimated to reach 3bn yen in FY10(mostly 2H).",Chinese (Mandarin)
Because I was busy on business or private recently.,Because I've been busy either with work or personal things.... Hmmm.. There are lots of different ways you could say this but ....... 'on business or....' Hm...,Chinese (Mandarin)
"I have a impression that there were a lot of slopes and curves, and the shallow curve is a lot of did the town in London.","The towns in London had a lot of slopes and curves. (I don't quite understand this sentence, do you mean that Japanese towns have slopes and curves or that London towns have slopes and curves?)",Chinese (Mandarin)
But 75 percent of territory is North land.,"But 75 percent of territory is North land. I think I would combine this and the next sentence into something like ""But 75 percent is uninhabited, as most people live near the US border in the southern part of the country.""",Chinese (Mandarin)
Therefore 3 of 4 parts people in country live near border with USA in South.,Therefore (I think you mean to say 75 percent here?) 75 percent of people live near the border with the USA in southern Canada.,Chinese (Mandarin)
i went to the christmas party of tennis social.,"I went to a tennis social Christmas party. (I am unsure of what ""tennis social"" is and how to use it)",Chinese (Mandarin)
"I enjoyed scuba diving for the first time then, and I liked it so much.","I tried scuba diving for the first time then, and I liked it so much. ""I enjoyed scuba for the first time"" makes it sound like you didn't enjoy it when you tried in the past. Since this was the first time you ever went scuba diving, using ""enjoyed"" there is a little confusing.",Chinese (Mandarin)
"I'm biginner of English,so I read the book of English for child.",Since i just began learning English I read a Children book.,Chinese (Mandarin)
It's so hard for me to weak up at 8.,It's so hard for me to wake up at 8. W-e-a-k spells [youwai]. It sounds like [shuu]. But you want to say wake[me wo samasu]. Say it like,Chinese (Mandarin)
"we had a rendez-vous in the afternoon, so i decided to go with alicia on a pic nic on the way .","e were going to meet in the afternoon, so decided to go on a picnic with Alicia on the way",Chinese (Mandarin)
"In my opinion the english is important for cualquier situation for example: business, friendship and so on, I like english very much some day I'd like to travel some country who speaks english and does friends.","In my opinion, English is important for any situation, for example: business, friendship and so on. I like English very much. Someday I'd like to travel to another country where they speak English . (I'm not sure what you mean by ""and does friends"". Do you mean ""I want to travel to a country where they speak English and ""?)",Chinese (Mandarin)
"in my view my life isn't a fairy tale where I am a prince the days sometimes get me down and ""por lo general"",I'm always alone in a lot of occasions my head thinks about finding an easy solution for everything my problems, I think that you guys will imagine it about what I want to say, moreover, sometimes,I hate that the things don't come out how I want.","In my view my life isn't a fairy tale where I am a prince it gets me down sometimes ""por lo general""(""generally speaking""),I'm always alone and in a lot of these occasions my head thinks about finding an easy solution for everything my problems, I think that you guys can guess at what that solution is, moreover, sometimes,I hate that the things don't come out the way I want them to.",Chinese (Mandarin)
"One of my Korean friends started his military service this summer of all others, not knowing such tensions would mount on the Korean Peninsula.","One of my Korean friends started his military service this summer of all summers, not knowing such tensions would mount on the Korean Peninsula. By setting this off, it makes the sentence easier to read. ^^",Chinese (Mandarin)
I got to know him here on Lang-8 and I met him and his friends during my two-week stay in Seoul in March.,"I got to know him here on Lang-8 and I met him and his friends during my two-week stay in Seoul back in March. This is just a suggestion, because it helps spread ""in"" further apart and helps it sound more natural. You could also say, ""stay in Seoul last March"" and take the second ""in"" out. ^^",Chinese (Mandarin)
I could watch 2D Avatar in my local theater but I heard that the 3D version is so much better so I had to check it out in 3D.,"I could've watched the movie in 2Dat my local theater, but I heard that the 3D version was so much better, so I had to check it out.",Chinese (Mandarin)
What to eat between Hamburger and Sandwich is always difficult choice for me.,It is always difficult for me to choose between eating a hamburger or a sandwich.,Chinese (Mandarin)
"Actually, I watched only the ladies free skating program.","Well, actually, I only watched the Ladies Free Skating program. (If you use a phrase such as ""well, actually"", it would sound more like common spoken English)",Chinese (Mandarin)
"There is a science park where there are many high-tech companies, semiconductor-related companies, and so on.","There's a science park containing [ Briefer ] many high-tech companies, semiconductor-related companies, and so on. [ Nice use of hyphen in a compound modifier coming before what is being modified. ]",Chinese (Mandarin)
"Train cars are made in Japan, look very similar to Shinkansen 700 series in Japan.",Train cars are made in Japan and look very similar to Japan's Shinkansen 700 series. . [ I think I kept the meaning. (?) ],Chinese (Mandarin)
I have to try and I will ;),"I have to try and I will ;) [ I'm with you, Shiro! In my high school days (daze) we would put on old shoes with leather soles. One guy would drive, and three of us would hang onto the back bumper as he drove, dangerously fast, along packed-down snowy, icy streets at midnights. It was a miracle that we fools didn't end up having a ""Bridgestone Tire"" mirror-image stamped unmercifully across our chests or backs!. ;-) ]",Chinese (Mandarin)
I had finished 3 cycles and started beating on the door of 4th cycle when I heard a voice from outside.,"I had finished 3 cycles and started beating on the door of 4th cycle when I heard a voice from outside. [ Normally, we spell-out numbers less than 11. There are exceptions, like if you had both a lesser-than-l1 number and a number higher than 11, in which case you would use, say, both ""10"" and ""12."" ]",Chinese (Mandarin)
"In Japan, it's common that a waitress brings everything-dishes, chop sticks, appetizers- to her customer's table at one time.","In Japan, it's common for a waitress to bring everything -- dishes, chop sticks, appetizers -- to her customer's table at one time. [ Better. Notice the dashes. Here on Lang-8 we don't (yet) have the luxury of what are called ""en dashes"" or ""em dashes"" (indicating the width of our letters N and M). So, double hyphens, IMHO, with spaces on either side indicating dashes, which are something like parentheses, are the clearest way to go. Example: ""I was talking to my wife the other night -- baseball season being over -- and she said .............."" It's kind of like what we call an ""aside,"" sort of like when an actor turns toward the audience with a little quip: -- baseball season being over --. ;-) ]",Chinese (Mandarin)
Our first lesson continued for twenty minutes.,"Our first lesson lasted twenty minutes. [Alternative: Our first lesson was twenty minutes long. Note: You would use ""continued for"" if you were saying that there were twenty more minutes after some event that occurred in the middle of the session.]",Chinese (Mandarin)
b) Our Equipment Installation Status in the Giant Company,"b) Our Equipment Installation Status in the giant company [""The giant company"" sounds strange as a way to refer to Intel regardless of the preposition. ""This giant company"" would sound a bit less strange, but if it is clear to everyone that you are talking about Intel, you would only say this if you had some special reason to emphasize the size of Intel in the sentence. In this case, I think either ""in"" or ""at"" is OK. Also, since ""status"" is an abstract word, you could also use ""with,"" since you are describing a relationship between your company and Intel.]",Chinese (Mandarin)
The question is when I can get this kind of a free day next time.,"[ Note how the colon can make a sugoi introduction. ] The question is hen can I get this kind of a free day next time [More lively, direct.] [ Shiro on cell phone: ""Hello, Mom and Dad. Wife and kids had such a great time, they want to come back as soon as possible. Could you arrange to invite them? Same schedule as this past visit. Arigatoo gozaimasu!"" ;-) ]",Chinese (Mandarin)
"By the way, the book is written in English but it has Japanese agates for difficult English words.","By the way, the book is written in English but it has Japanese agates(?) for difficult English words. (do you mean ""footnotes""?, the only definition of agates that I know refers to gemstones.)",Chinese (Mandarin)
It was 7 a.m. on a Sunday morning.,"It was 7 a.m. on a Sunday morning. [This sounds a bit redundant together with the previous sentence. Alternative: ""Today, Sunday, I got up early in the morning, at 7 A.M."" I have used apposition to include everything you had in the two sentences, but you might want to eliminate pieces of this.]",Chinese (Mandarin)
"Especially, since 1991, I have gone skiing at Happoone ski resort with my colleagues and friends every year where winter Olympic Games were held about 10 years ago.","Since 1991, I have selectively limited my skiing venue to Happoone ski resort where I go with my colleagues and friends every year. Happoone is where the Winter Olympic Games were held about 10 years ago. [ Better? You narrowed your choices and intentionally stayed at your choice.] ;-)",Chinese (Mandarin)
And then I will have a nice dream.,"And then I will have a nice dream. [I like this sequence of three sentences, all employing English idioms for things which would be said differently in Japanese. ^^]",Chinese (Mandarin)
"I had to picked my school timetable up yesterday due to I am a graudate of history at present, I picked 4 classes, advance of Latin is one of these classed, but at present, it seem like only one guy pick that class, that is me.",I had to picked my school timetable up yesterday for my graduate school history classes. I picked 4 classes. Advanced Latin is one of them. It looks like I am the only one signed up for the class right now.,Chinese (Mandarin)
I bought a book to English grammar for learning English today.,I bought a book of English grammar for learning English today.or 'Today I bought an English grammar book to help me learn English'.,Chinese (Mandarin)
"I had try long-hand shirt on, but soon I must put it off.","I tried a shirt on, but I soon had to take it off. (You may go on telling the story in the simple past. You might want to study the modal verbs a bit, and so on, and learn in what context you should use them. Larning modal verbs is very important in Germanic languages like English or German. They help you better express yourself, and better understand what others mean.)",Chinese (Mandarin)
"In the past couple of weeks, my daughter started to go to her new school and I got a part-time job at a pharmacy near our house.","In the past couple of weeks, my daughter has started going to her new school and I got a part-time job at a pharmacy near our house. (You use has started rather than started because you are talking about a period of time, rather than a single moment. For example: You can say ""My daughter started school on October 5th"". This is one point in time. Do you understand ? )",Chinese (Mandarin)
"One day when my daughter and I were walking our dog, my daughter found a black caterpillar.","The other day when my daughter and I were walking our dog, she found a black caterpillar. `One day,` very strongly suggests the beginnig of your writing. Or it can be used as a comparison with `another day` as though you werre describing a number of interesting events during a spcific time period. IE We went to Spain and did many interesting things. One day we went to see a bullfight. We also spent a day shopping in...`",Chinese (Mandarin)
The channeler said that the unhappiness was caused by many people who were shot with the guns made by the company.,The channeler said that the misfortune was caused by the many people who were shot with the guns the company made. (Unhappiness is what RESULTS from the deaths. Misfortune more adequately describes what happened),Chinese (Mandarin)
The questioner was a foreigner so I told him my English favorit book which is Catcher in the rye.,The person asking was a foreigner so I told him my favorit book in English was Catcher in the ye.,Chinese (Mandarin)
But it tougt me how bitter life is and made me grow up some more.,"It did teach me, though, how bitter life is and made me grow up some more. (Generally speaking, in English, a sentence can't start with the word 'but'.)",Chinese (Mandarin)
I even bought white color skin to add the black body of it after I saw pictures of good looking I phones with added skins when I don't even buy my own clothes.,I even bought white color skin for the phone after seeing how good looking other Iphones with the added skins are. And I don't even buy my own clothes!,Chinese (Mandarin)
Until today morning I can't see and find my Credit Card.,(I didn't understand this sentence.),Chinese (Mandarin)
I made my english name is Vincent.,I made my English name Vincent and he smiled. Or: I chose Vincent as my English name...,Chinese (Mandarin)
"Since the Expo 2010 is coming, the Shanghai government tries to avoid Chinglish mistakes.","Since the 2010 Shanghai World Expo is coming up, the government is trying to avoid Chinglish mistakes. (Or: In anticipation of Expo 2010, the Shanghai government is trying to avoid Chinglish mistakes) [I had to look up ""Expo 2010"" on google to figure that out. For clarity, I think it's better to put the whole title, since your audience is native English. :) ]",Chinese (Mandarin)
"She is a mongrel between non-Japanese, so her appearace is far from Japanese.","(""mongrel"" is seen as quite an offensive term. ""mixed-race"" is the more usual term. Also, I just searched for some information about Michibata Jessica, and read that she is half-Argentine and half -Japanese, so I would say....)She is of mixed race; Argentine and Japanese, although she is not very Japanese-looking.",Chinese (Mandarin)
"Today , a friend , tom ,a funny guy , asked me to help him practicing","Today this funny guy called Tom who is a friend of mine, asked me to help him practice",Chinese (Mandarin)
I went to Beijing.,I went to Beijing.(you need to connect this sentence to another sentence. As it stands it it s a bit disconnected),Chinese (Mandarin)
Then I might go on with Jane Austen's books or Dickens'.,"Then I might go on to Austen or Dickens. (Note: ""It is a truth universally acknowledged""* about English that, if the author is highly notable, then it sounds most fluent to refer to his/her body of work by the author's last name. Authors where this works: Shakespeare, Milton, Chaucer, Voltaire, etc. You probably would say this if you were going to read Dan Brown, although you could. *Come back to me when you've started on Austen. :)",Chinese (Mandarin)
In the west of factory is an another buildable area.,the west of factory is another area. (I'm leaving 'another' because I'm assuming that 'DaLian Development Area' is the first construction area.),Chinese (Mandarin)
"I go to the university,yes ,and most of my primary school classmates they have not chances to go to university,why?I don't know.","I go to university, while most of my primary school classmates have not had the chance hy? I don't know.",Chinese (Mandarin)
"but I never tell anyone ,I will find a place to cry,I never let others see my tears,I never tell my dad and my mom their little daughter's setbacks,my sister is a very excellent girl,she studys in the third of university in china,very famous university,but I study in a every normal university.",I never tell anyone find a place cryI never let others see my tearsI never tell my dad and my mom their little daughter's setbacks sister is excellent girl in chinavery famous but I study in a every normal,Chinese (Mandarin)
