Unnamed: 0,native,language,text
79665,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am looking for friends to speak, hat. I learn English with my teacher and want to speak better. If you are friendly, smart, funny and like jokes - welcom. If you live in Kiev I'll be glad to have a conversation and meeting too. I learn English with my husband too. We may spend great time with single or couple to talk, walk etc. Your age and state doesn't matter."
79667,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I've been learning English for about 10 years. I'm here in order to improve my skills, so that I'm looking for a native speaker who is interested in learning Russian or Ukrainian or probably just want to help someone with learning English."
79668,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I would like to improve my English. I'll be glad to help you to learning Russian, Ukrainian. I would be happy to communicate with interesting people. I enjoy exploring new places and cultures and hope I can meet like-minded people. Add me for socializing and learning languages."
79669,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hallo, I'll be pleased to communicate with you to improve my English skills and get in touch in future I have couple of hours to comunicate with you 3-4 times a week"
79670,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Persian', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'Polish', 'level': 57.85714285714286, 'proficiency': 'Upper-Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I'm Ukrainian bilingual, who's living in Poland. As a student, I was studiing Persian and Spanish languages. So I'm here to improve my language skills in this languages"
79671,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I want to practice English and Spanish so I'm looking for pen-pal. In return I can teach you Ukrainian or Russian.
79675,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I need to learn english and polish languages for traveling and living
79676,Russian,"[{'language': 'Spanish', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",Puedo ayudar con ruso.I am looking for people to practice Spanish. And I can help with Russian.
79678,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I have been learning English for two years and I want to have more practice about speaking.
79679,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Norwegian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I'm newbie here, would like to learn Norwegian and help someone to get better in Russian, write me if you are interested."
79680,Russian,"[{'language': 'Czech', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Want to improve my skills in languages and will be happy to have new friends.
79683,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I am from Ukraine and wish to learn something to me my choice got to Japanese and I will be happy to talk with you to get an interesting experience.
79685,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm Arthur, I love playing basketball and Im interested in ways to make money. I have been playing chess professionally for 10 years. I have a very very big dream to visit USA!!"
79686,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Dutch', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I want to help someone who wants to practice Russian or Ukrainian. I'm learning English and Netherlands.
79687,Russian,"[{'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Turkish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I live in Ukraine. Freely speak in Ukrainian, Russian and English language. I can teach you any of them.I want to study and improve Korean and Turkish language."
79688,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I need more verbal conversation for my English improve. I have to speak fluently with my collegues from other countries. I frequently visited to other countries as a tourist. Russian is my native language. But I also speak Ukrainian like a native too. I will be happy to help for your Russian. Be free to write me.
79689,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",he could also use viber whatsup and discord
79691,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I from Ukraine and I would like find a friend for practice my english. For exchange, i can practice your Russian and Ukrainian languages. Wil be glad to have conversation with you."
79692,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, my name's Peter. I live in Ukraine. I'm studying philology and literature. I can help you with Russian and Ukrainian and you can help me with English if you want."
79693,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Now I am at an average level, I can perceive written speech well, I speak poorly and understand by ear. I will be glad to exchange experience of the Russian and Ukrainian languages"
79695,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to practice English. I can help you with learning of Russian or Ukrainian
79699,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'Greek', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","Native Ukrainian and Russian, speaks French and would be happy to possibility practice my English"
79700,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]",I like the rational and scientific method of understanding the world. I would be interested to understand the experience of life in another country and culture. I am open and will be happy to talk about different topics.
79701,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I learn English for my work and other opportunities of interaction with the outside world. I am interested in science and engineering as well as green ecology. I play the piano and guitar, but I am not a professional in it. Also I like regular physical activity. Finally I look for a partner to practice English speaking, who has similar hobbies or at least who knows what he or she wants from life."
79703,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm a native speaker of Russian and I want to know English well. That's my dream. I love this language and I'll be glad if someone agree to teach me. I can help you to improve your Russian skills. I'm interested to learn about other people's culture and make new friends.Looking forward to hearing from you soon.
79704,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hello, I want to learn German / practice English with a friendly person and I'm also glad to help with Ukrainian language."
79706,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Belarusian', 'level': 70.71428571428572, 'proficiency': 'Advanced'}]","I'm from Russia and I'm looking for a new friend. I want to improve my English skills. I could help you with Russian language, I can tell you about my country, introduce you to Russian culture."
79707,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to learn English to reach a great level. I need that for travel, work, communication with people from other countries. I want to have a new experience day by day."
79710,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Im student, working in gym.I just wanna learn English for my job and life"
79711,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'Polish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I study Germanic philology at the University and I want to learn as many languages as I can
79712,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I study in Lyceum of Humanities and Law, I can speak English, Ukrainian and Russian, I started learning Spanish and I can help you with Russian or Ukrainian, also I'm always ready to talk with funny and happy people."
79713,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I will be happy to comunicate in English on any topics for conversation.
79714,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English skills. My native language is Ukrainian,but also I've known Russian very well since my childhood. So, if you want to make your Ukrainian or Russian better, I'll help you with great pleasure.A couple words about me:I'm really into literature, but aslo I like aesthetic photos, music, discussions of our lifes, etc.So, I'll be waiting for you."
79715,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to get more practice in speaking with native speakers.
79716,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'll be glad to chat in English. I can help with Russian or Ukrainian.
79717,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 45, 'proficiency': 'Intermediate'}]","I wanna improve my knowledge and skills with foreigners, and make new friends And also I can help u to learn Ukrainian or Russian. I would be glad to speak with u on any topic, so text me I will be grateful for the help"
79720,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'Latin', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I just want to learn languages and communicate with people
79722,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Want to practice English and learn other cultures And i can give some practice in Russian and Ukraine
79723,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",Hi  I'd simply like to practice spanish or english
79724,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Remember who are you.
79726,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","I learn English and French at my university that's why I'm interested in communication with native speakers. In my turn I can help you to learn Russian. I like children and want to be a teacher I also like reading, painting and I'm learning to play the guitar"
79727,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Looking for interesting conversations to get in touch with interesting people and improve English language skills. Also can help with Russian and Ukrainian languages.
79728,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Hi everybody!In fact, i dont know what im doing here. But I hope,well have great conversation.P."
79731,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 45, 'proficiency': 'Intermediate'}]","If you want to chat or to know more about my language, culture and mentality - just write me I will help you with Russian and be waiting for your help with my English. And if you are going to visit Kiev or already here we can arrange face to face conversation."
79733,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 57.85714285714286, 'proficiency': 'Upper-Intermediate'}]","I want to improve my English. Gladly help with Russian, Ukrainian or Polish"
79734,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hey, I wanna find people and tell about a lot of topics and maybe make new friendship??? ?I wanted to study English from 1st class, but in my school I only studied Geman and 3 years ago I moved to city and started to learn it, and my dream was done. Now I want to practice it and will be happy to meet new people???"
79735,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to improve my speaking English and help to study Russian or Ukranian.
79736,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Hi everybody!I need English.And I can help you with Ukrainian and Russian.
79737,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Norwegian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi, I can help with Russian! I am looking for a Norwegian teacher, I already started learning Bokml through the App and once took a lesson from one teacher, but he turned out to be Iranian, his pronunciation is completely different from what I hear from native speakers in the App and on YouTube."
79746,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would love to practice English. My level is in between Intermediate and Upper-Intermediate. Would be cool to find somebody to talk to.
79751,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am studying English but I lack practice.
79752,Russian,"[{'language': 'Polish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I just want to speak polish, don't care what application to use. I will gladly help with russian or ukrainian."
79754,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I'm Ellie from Ukraine  I'd like to improve my English and hope you'll help me with this. I can help you with Russian or Ukrainian in turn.I'm open-minded, easy going person, I like to learn new things and meet new people. So do not hesitate and message me."
79760,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would be grateful to the native English speakers who could help me with this. I would also be happy to help people who is learning Ukrainian or Russian language.
79761,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm looking for native English speaking penpal. I'm a little bit shy, because I lack experience in communicating in English, but that's why I'm here I have Telegram, Discord, WhatsApp, vk. I can help you with understanding Russian language. I hope we will have a good time and take a useful experience"
79763,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'Hebrew', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I'm fond of learning languages. And I would like to share my knowledges of Ukrainian and Russian.
79765,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to find a friend to study English, for my part, I am ready to help with Russian and Ukrainian."
79769,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",So my language goals are:  to improve my speaking skills in order to pass interview successfully  to improve my grammar skills for writing my summary  to increase my general vocabulary including IT words.I'm going to make English as my daily routine.I am looking for a partner to practice speaking English. I will be glad if you contact me.
79770,Russian,"[{'language': 'Czech', 'level': 57.85714285714286, 'proficiency': 'Upper-Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I need to practice language. Of course i can help to improve languages, wich i know well, by conversations."
79771,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a software developer, looking for someone to practice English conversation."
79772,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I hope to find a partner here with whom I can practice English.
79773,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'd like to improve my English and help someone with Russian or Ukrainian.
79774,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Bahasa (Indonesia)', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hey guys, I am exciting to find some new friends to contact with around the world. I am a native Russia and Ukrainian speaker. Also I have some knowledge of English American accent.I want to learn a new languages aspecially: Bahasa Indonesian, Spanish, France etcSo I can try to teach you Russian or Ukrainian language either we can practice in English, why not  BR Phil"
79775,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","If you want to chat on at least a little overlapping with my topics, I kindly invite you to. I would like to have a conversation with an interesting and progressive interlocutor to improve my English and possibly find a friend."
79777,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to improve my english skill
79779,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hay, looking to improve languages with other people. I'm native Ukrainian Russian speaker. I would like to have regular conversations in English. I will be happy to to help with Ukrainian Russian"
79780,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I live in Ukraine, but I want to move in Canadato study. My purpose is to find many new English friends. Cause I really want to practice English."
79781,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","This is not a dating app. I'm not looking for a boyfriend, since I'm married. Please, if you are not a native speaker and are not interested in practicing Ukrainian or Russian, do not waste my time. I want to improve my pronunciation and English level."
79782,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi, my name in Nataly, and i wanna learn English"
79784,Russian,"[{'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to improve English
79785,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","I'm an architecture student and I suddenly found yourself like langues lover. I'll gladly discuss art stuff, books and architecture if you like its too."
79786,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Im a historian. I like to read books, watch movies and listen to music. However, my English speaking and writing skills aren't very good, but I try to do my better. That's why I need to improve my conversational skills."
79787,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I've been learning English at school and university for a long time, but do not have much time and opportunity to improve it now. Maybe you will help me?..And I'm fond of Spanish. I have a dream to learn it well someday. I also can help you with Russian and Ukrainian."
79789,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Manager with an entrepreneur mindset and over 10years of experience in sales, IT project management, and startups launching"
79790,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am looking for people to practice speaking English. The level of English is not important. In any case, conversational practice it is great! My native languages are Russian and Ukrainian and I can help with learning them. I have a lot of interests, so I'm sure we will always have something to talk about!"
79793,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Turkish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","I am here to improve my writing skills in English and Turkish. I can communicate on many topics, life, relationships, travel, discuss films and books, and a lot of other things as long as it motivates me to write. If you are interested in exchanging letters, then welcome."
79795,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to improve my English and find new friends
79796,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm interested in meeting a native American English speaker to practice my pronunciation and accent a bit. I can help you with Russian and Ukrainian. My other hobbies are playing guitar, snowboarding, hiking, and rock climbing. Literature, both English-speaking and Russian, is also among my interests. So feel free to contact me, perhaps we can help each other to better our language skills!"
79798,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'd like to speak or even play with a person who learns russian or ukrainian. We could teach each other.
79799,Russian,"[{'language': 'Polish', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm studying in Poland. I'm looking for somebody to practice my Polish and have a good time together.Also I can improve your skills in Russian or Ukrainian Aktualnie studiuj w Polsce.
79800,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm looking for a native speaker for discussing different topics and just having fun and entertaining. I can also help you with russian or ukrainian, but my main goal is speaking English. I'm fond of football, I like jokes and I'm a very easy-going person."
79802,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Hi I love learning something new and I would like to improve my English.
79803,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Love delicious food and tequila. I'm very interested to learn about life in other countries from you. I have a wide musical preferences. Want to practice English and I plan to learn Italian. Hope, you become my Can help you with Russian and Ukrainian"
79804,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Croatian', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Serbian', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Belarusian', 'level': 45, 'proficiency': 'Intermediate'}]","Please help me to improve selected languages knowledge.I'll gladly repay you for your efforts with the knowledge I have.I am fluent in Russian and Ukrainian. Also, I know Polish, Croatian and English at a pretty good level."
79805,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","My hobbies is fitness, medicine and IT.I want to improve my English. Can help with Ukrainian and Russian."
79806,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am student from Ukraine, looking for someone, who can help me to improve my English. For my part, I'll help you with Russian or Ukrainian."
79809,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to learn English and communicate with interesting people. I like casual conversations in which I will not share a lot of information about myself. I will gladly exchange knowledge with everyone. Have a nice day
79811,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I had to go there with parents. I like music and trying to play guitar
79813,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I'm Kate and I want to improve my english. If you want to help me, i'll be happy.Be my friend, and we will have interesting conversations."
79816,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I really want to improve my knowledge in English. I adore this language and dream of reaching the level from A2 to B2. I need English for my work and travels.
79817,Russian,"[{'language': 'Turkish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am open mind and easy going person who wants to know all languages and be familiar with all cultures.
79820,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I want to learn as many languages as I can
79821,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I'm Taha and I live in Ukrain. I'm friendly and sociable person, who dream to meet an interesting, cultural people. My English at a intermediate level today, but I'm keen to improve it I want to become fluently and to apply job with using English. I would be able to help you with your Rusian and Ukrainian I'm fluent in both, if you might be interested. It would be ideal to have a regular time to chat one hour, once or twice a week is enough. I look forward to making new friends!"
79823,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","looking for English speaking friends. Also, I'm interested in German language. I can help you with Ukrainian and Russian languages."
79824,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Just looking for people to practice English and maybe making new friends, learning new cultures. Feel free to text me!"
79825,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Work in web-design and have urge to communicate in English to find nice pen-partner.
79826,Russian,"[{'language': 'Chinese (Mandarin)', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi everybody I'm searching for new friends and people who interesting in knowledge and language exchange. I'm crazy about movies, reading, and having a cozy conversation with an intelligent person."
79828,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am an artist and do love movies and sport!I draw in digital now!Also I am a teacher of illustration
79830,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I'm interested in languages and find every way to improve my skills. I'm learning 2 languages now in my university and I really need native friend to help me with my English and German.
79834,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am looking people to communicate to improve their English language level. I can help in communication and study of Russian and Ukrainian languages
79835,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm looking for conversation partner to practice english more and also I'm interesting in communication with different people from all the world becouse it's always brings me a lot of positive emotions and a good mood.Honestly, I never had experience in teaching somebody, but I promise that I will do everything to help you improve your language skills in my native language as much as I can!"
79836,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","I would like to practise English and/or Polish, and also can to help you to learn Russian/Ukrainian."
79837,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hey!I wanna improve my English, especially speaking skills. Will be happy to speak personally, but chating is ok too.In return I may help you practice in russian or ukrainian.Let's become a better copies of ourselves!"
79838,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, i would like to be more fluent in English"
79839,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Greetings to all! I study at an economic University and work part-time at the same time. I often have to communicate in a foreign language. I feel I'm missing out on speaking practice and would like to ""level up"" my speaking. There isn't a topic I couldn't talk about. I'm also a very cheerful and fun guy, you will definitely not get bored with me"
79840,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I hope to improve my English. I fluently speak Ukrainian and Russian so i can help improve your language too. Also, I believe that if you want something very hard, you will get it by making an effort."
79842,Russian,"[{'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a guy from Ukraine. I like to comunicate, learn something new. I'm interested in many things around me. I glad to share my thoughts and knowledge with an interesting person. Currently I learn Spanish and want to travel to Spain somewhen. Also I want to improve my english - I'm ready to call or chat with someone, who wants to talk with me."
79843,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to practice English,can help with Russian and Ukrainian. I want to speak with natives."
79844,Russian,"[{'language': 'Romanian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm looking for a practice to learn limba Romn and English language.
79847,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I'm into anime, manga, manhwa and k-pop, so I hope we will find an entertaining theme for conversation and develop out skills in learning languages at the same time."
79848,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am loking for frend in order to improve my English. Also It is good opportunity just to communicate.
79849,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I live in Ukraine. I want to arrive to the United States nd find new friends.
79852,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Polish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am fond of learning languages and reading. Also I like to learn something new about living abroad. I write poetry and some articles about art but I will be glad to share with smb else my thoughts about many different things. Dm me if you want to practice together???????? I know English well, but on this website I want to find smb to chat in Polish. Also if u want to now Ukrainian, I'll help you."
79853,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",hiii i'm just looking for people who would help me with learning english and german
79854,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",i want to talk with many people about different topics
79856,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I have been studying English for 1,5 years. I want to improve my skills. It is important for me, because I'm planning to connect my live with teaching children"
79857,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",my primary reason for subscribing is language exchange
79858,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Fluent in russian and ukranian. Id like to practice my English with native speaker, prefer American Californian Im soo exited about this accent. Id like to practice your russian or ukranian too  Text me"
79859,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I've been learning english for a while now, and stuck on some level and last few weeks i just do not feel any progress, I guess my main problem is that I just watched and listened a lot in english and developed only a listening skills. So that's why i decided to start looking for person that i can speak with. In exchange, i can offer you my knowledge of the Ukrainian and Russian language"
